time;id;creation;conclusion;client_color;server_color
63;12;0;63;blue;blue
160.6;1;0;160.6;blue;blue
574.4;12;93;574.4;blue;blue
882.7;1;190.6;882.7;blue;blue
930;12;604.4;930;blue;blue
978.4;1;912.7;978.4;blue;blue
1052.6;1;1008.4;1052.6;blue;blue
1131.6;12;960;1131.6;blue;blue
1193.1;12;1161.6;1193.1;blue;blue
1231.5;12;1223.1;1231.5;blue;blue
1279.6;12;1261.5;1279.6;blue;blue
1333.9;1;1082.6;1333.9;blue;blue
1353.2;12;1309.6;1353.2;blue;blue
1403.9;12;1383.2;1403.9;blue;blue
1406.3;1;1363.9;1406.3;blue;blue
1434.1;12;1433.9;1434.1;blue;blue
1501.8;1;1436.3;1501.8;blue;blue
1625.1;12;1464.1;1625.1;blue;blue
1688.2;12;1655.1;1688.2;blue;blue
1869.4;12;1718.2;1869.4;blue;blue
1915.9;12;1899.4;1915.9;blue;blue
1994.7;12;1945.9;1994.7;blue;blue
2043;12;2024.7;2043;blue;blue
2333.8;1;1531.8;2333.8;blue;blue
2591.5;12;2073;2591.5;blue;blue
2820.9;12;2621.5;2820.9;blue;blue
2862.6;12;2850.9;2862.6;blue;blue
2938.6;12;2892.6;2938.6;blue;blue
3408.2;1;2363.8;3408.2;blue;blue
