time;id;creation;conclusion;client_color;server_color
0.7;6;0;0.7;blue;blue
0.7;9;0;0.7;blue;blue
1.9;10;0;1.9;blue;blue
14.9;8;0;14.9;blue;blue
59.2;0;0;59.2;blue;blue
88.8;11;0;88.8;blue;blue
103.7;0;89.2;103.7;blue;blue
153.7;0;133.8;153.7;blue;blue
185.2;0;183.7;185.2;blue;blue
215.6;9;30.7;215.6;blue;blue
256.7;11;118.8;256.7;blue;blue
261.5;2;0;261.5;blue;blue
308.5;9;245.6;308.5;blue;blue
309.2;2;291.5;309.2;blue;blue
310.1;11;286.7;310.1;blue;blue
325.1;4;0;325.1;blue;blue
362;2;339.2;362;blue;blue
369.4;4;355.1;369.4;blue;blue
406.4;11;340.1;406.4;blue;blue
408.9;0;215.2;408.9;blue;blue
439.9;0;438.9;439.9;blue;blue
470.1;0;469.9;470.1;blue;blue
492.8;4;399.4;492.8;blue;blue
508.7;8;44.9;508.7;blue;blue
520.5;2;392;520.5;blue;blue
553.5;11;436.4;553.5;blue;blue
578.2;9;338.5;578.2;blue;blue
593.9;10;31.9;593.9;blue;blue
642.5;11;583.5;642.5;blue;blue
643.9;10;623.9;643.9;blue;blue
646.6;0;500.1;646.6;blue;blue
675.3;6;30.7;675.3;blue;blue
714.9;6;705.3;714.9;blue;blue
726;11;672.5;726;blue;blue
734.9;2;550.5;734.9;blue;blue
742.4;10;673.9;742.4;blue;blue
768.3;11;756;768.3;blue;blue
788.6;10;772.4;788.6;blue;blue
868.5;8;538.7;868.5;blue;blue
877.9;2;764.9;877.9;blue;blue
948;2;907.9;948;blue;blue
998.5;0;676.6;998.5;blue;blue
1052.3;11;798.3;1052.3;blue;blue
1068.3;6;744.9;1068.3;blue;blue
1101.3;11;1082.3;1101.3;blue;blue
1168.3;6;1098.3;1168.3;blue;blue
1196.6;10;818.6;1196.6;blue;blue
1218.2;11;1131.3;1218.2;blue;blue
1258.3;2;978;1258.3;blue;blue
1260.3;0;1028.5;1260.3;blue;blue
1309.9;0;1290.3;1309.9;blue;blue
1340.1;0;1339.9;1340.1;blue;blue
1345.9;11;1248.2;1345.9;blue;blue
1371.3;2;1288.3;1371.3;blue;blue
1384.6;8;898.5;1384.6;blue;blue
1407.1;0;1370.1;1407.1;blue;blue
1527.7;2;1401.3;1527.7;blue;blue
1578.4;2;1557.7;1578.4;blue;blue
1636.5;10;1226.6;1636.5;blue;blue
1639.9;11;1375.9;1639.9;blue;blue
1684.9;8;1414.6;1684.9;blue;blue
1704;6;1198.3;1704;blue;blue
1728;11;1669.9;1728;blue;blue
1853.5;4;522.9;1853.5;blue;blue
1897.8;2;1608.4;1897.8;blue;blue
1939.4;11;1758;1939.4;blue;blue
1974;9;608.2;1974;blue;blue
2031.1;8;1714.9;2031.1;blue;blue
2078.4;9;2004;2078.4;blue;blue
2085.9;8;2061.1;2085.9;blue;blue
2117.3;11;1969.4;2117.3;blue;blue
2166.4;0;1437.1;2166.4;blue;blue
2167.3;11;2147.3;2167.3;blue;blue
2185.8;2;1927.8;2185.8;blue;blue
2237.2;2;2215.8;2237.2;blue;blue
2238.4;0;2196.4;2238.4;blue;blue
2240.4;11;2197.3;2240.4;blue;blue
2279.9;11;2270.4;2279.9;blue;blue
2324.6;11;2309.9;2324.6;blue;blue
2375.6;11;2354.6;2375.6;blue;blue
2391;9;2108.4;2391;blue;blue
2415.5;2;2267.2;2415.5;blue;blue
2421.7;11;2405.6;2421.7;blue;blue
2490.7;4;1883.5;2490.7;blue;blue
2494.3;2;2445.5;2494.3;blue;blue
2511.1;0;2268.4;2511.1;blue;blue
2524.9;4;2520.7;2524.9;blue;blue
2538.8;8;2115.9;2538.8;blue;blue
2552.9;2;2524.3;2552.9;blue;blue
2585.4;0;2541.1;2585.4;blue;blue
2600.1;2;2582.9;2600.1;blue;blue
2615.6;0;2615.4;2615.6;blue;blue
2647.9;11;2451.7;2647.9;blue;blue
2654.7;0;2645.6;2654.7;blue;blue
2701.6;0;2684.7;2701.6;blue;blue
2731.2;11;2677.9;2731.2;blue;blue
2739.8;0;2731.6;2739.8;blue;blue
2752.1;2;2630.1;2752.1;blue;blue
2835.2;8;2568.8;2835.2;blue;blue
2856.5;4;2554.9;2856.5;blue;blue
2860.3;11;2761.2;2860.3;blue;blue
2872.5;0;2769.8;2872.5;blue;blue
2884.9;8;2865.2;2884.9;blue;blue
2896;11;2890.3;2896;blue;blue
2903.9;0;2902.5;2903.9;blue;blue
2939.9;0;2933.9;2939.9;blue;blue
2942.6;11;2926;2942.6;blue;blue
2971.5;0;2969.9;2971.5;blue;blue
3103.7;0;3001.5;3103.7;blue;blue
3133.9;0;3133.7;3133.9;blue;blue
3155;11;2972.6;3155;blue;blue
3161.7;10;1666.5;3161.7;blue;blue
3188.7;6;1734;3188.7;blue;blue
3200.2;2;2782.1;3200.2;blue;blue
3235.2;8;2914.9;3235.2;blue;blue
3289.7;2;3230.2;3289.7;blue;blue
3341.1;0;3163.9;3341.1;blue;blue
3492;10;3191.7;3492;blue;blue
3510.3;8;3265.2;3510.3;blue;blue
3550.1;8;3540.3;3550.1;blue;blue
