time;id;creation;conclusion;client_color;server_color
567.7;11;0;567.7;blue;blue
733.5;11;597.7;733.5;blue;blue
750.4;15;0;750.4;blue;blue
780.5;15;780.4;780.5;blue;blue
990.1;11;763.5;990.1;blue;blue
1085.7;15;810.5;1085.7;blue;blue
2042.6;11;1020.1;2042.6;blue;blue
2056.3;15;1115.7;2056.3;blue;blue
2199.3;11;2072.6;2199.3;blue;blue
2204.1;15;2086.3;2204.1;blue;blue
2574.9;11;2229.3;2574.9;blue;blue
2635.6;11;2604.9;2635.6;blue;blue
2798.3;11;2665.6;2798.3;blue;blue
2834.8;15;2234.1;2834.8;blue;blue
2865.1;15;2864.8;2865.1;blue;blue
2909.1;15;2895.1;2909.1;blue;blue
2914.8;11;2828.3;2914.8;blue;blue
2939.2;15;2939.1;2939.2;blue;blue
3210.5;15;2969.2;3210.5;blue;blue
3251.7;15;3240.5;3251.7;blue;blue
