time;id;creation;conclusion;client_color;server_color
4.8;5;0;4.8;blue;blue
5.2;6;0;5.2;blue;blue
31.3;4;0;31.3;blue;blue
61.3;0;0;61.3;blue;blue
108.7;8;0;108.7;blue;blue
164.5;0;91.3;164.5;blue;blue
281.1;5;34.9;281.1;blue;blue
296.2;2;0;296.2;blue;blue
325.4;7;0;325.4;blue;blue
331.5;2;326.2;331.5;blue;blue
408.6;1;0;408.6;blue;blue
556.8;8;138.8;556.8;blue;blue
569.8;2;361.5;569.8;blue;blue
629.7;1;438.6;629.7;blue;blue
685.2;0;194.5;685.2;blue;blue
745.9;2;599.8;745.9;blue;blue
757.6;4;61.4;757.6;blue;blue
843.5;1;659.7;843.5;blue;blue
867.8;7;355.4;867.8;blue;blue
868.2;8;586.8;868.2;blue;blue
1005.7;8;898.2;1005.7;blue;blue
1025.2;4;787.6;1025.2;blue;blue
1059.8;8;1035.7;1059.8;blue;blue
1081.8;7;897.8;1081.8;blue;blue
1137.6;7;1111.8;1137.6;blue;blue
1180.4;7;1167.6;1180.4;blue;blue
1320.3;5;311.1;1320.3;blue;blue
1463.5;1;873.5;1463.5;blue;blue
1513.6;8;1089.8;1513.6;blue;blue
1528.3;2;775.9;1528.3;blue;blue
1537;1;1493.5;1537;blue;blue
1550.7;8;1543.6;1550.7;blue;blue
1557.4;4;1055.2;1557.4;blue;blue
1577.8;1;1567;1577.8;blue;blue
1593.7;4;1587.4;1593.7;blue;blue
1607.1;8;1580.7;1607.1;blue;blue
1634.4;4;1623.7;1634.4;blue;blue
1647.4;2;1558.3;1647.4;blue;blue
1660.6;5;1350.3;1660.6;blue;blue
1677.9;4;1664.4;1677.9;blue;blue
1776.3;1;1607.8;1776.3;blue;blue
1790.9;8;1637.1;1790.9;blue;blue
1807.9;4;1707.9;1807.9;blue;blue
1960.1;7;1210.4;1960.1;blue;blue
1996.8;2;1677.4;1996.8;blue;blue
2020;0;715.2;2020;blue;blue
2060.2;2;2026.8;2060.2;blue;blue
2072.1;6;35.2;2072.1;blue;blue
2121.3;8;1820.9;2121.3;blue;blue
2131;2;2090.2;2131;blue;blue
2199.8;0;2050;2199.8;blue;blue
2293;2;2161;2293;blue;blue
2349.4;7;1990.1;2349.4;blue;blue
2419.9;7;2379.4;2419.9;blue;blue
2451.1;4;1837.9;2451.1;blue;blue
2537.1;0;2229.8;2537.1;blue;blue
2574.3;4;2481.1;2574.3;blue;blue
2582.3;0;2567.1;2582.3;blue;blue
2623.6;8;2151.3;2623.6;blue;blue
2706.7;1;1806.3;2706.7;blue;blue
2750.4;0;2612.3;2750.4;blue;blue
2762.4;1;2736.7;2762.4;blue;blue
2772.6;4;2604.3;2772.6;blue;blue
2779.2;5;1690.6;2779.2;blue;blue
2786.2;2;2323;2786.2;blue;blue
2883;0;2780.4;2883;blue;blue
2884.1;2;2816.2;2884.1;blue;blue
2895.4;1;2792.4;2895.4;blue;blue
2940.5;1;2925.4;2940.5;blue;blue
2952.2;0;2913;2952.2;blue;blue
2987.8;8;2653.6;2987.8;blue;blue
3040.3;8;3017.8;3040.3;blue;blue
3043.8;0;2982.2;3043.8;blue;blue
3105.3;4;2802.6;3105.3;blue;blue
3124.9;1;2970.5;3124.9;blue;blue
3135.6;0;3073.8;3135.6;blue;blue
3170;1;3154.9;3170;blue;blue
3186.7;2;2914.1;3186.7;blue;blue
3203.6;0;3165.6;3203.6;blue;blue
3237.7;5;2809.2;3237.7;blue;blue
3249.6;7;2449.9;3249.6;blue;blue
3266.8;6;2102.1;3266.8;blue;blue
3331.4;4;3135.3;3331.4;blue;blue
3353.4;5;3267.7;3353.4;blue;blue
3394.8;0;3233.6;3394.8;blue;blue
3462.4;4;3361.4;3462.4;blue;blue
3502.7;0;3424.8;3502.7;blue;blue
3517.3;2;3216.7;3517.3;blue;blue
3522.2;1;3200;3522.2;blue;blue
3527.5;8;3070.3;3527.5;blue;blue
3541.2;0;3532.7;3541.2;blue;blue
3553.8;4;3492.4;3553.8;blue;blue
3572.1;8;3557.5;3572.1;blue;blue
