time;id;creation;conclusion;client_color;server_color
161.5;15;0;161.5;blue;blue
191.7;15;191.5;191.7;blue;blue
193.1;4;0;193.1;blue;blue
638.5;4;223.1;638.5;blue;blue
735.1;4;668.5;735.1;blue;blue
828.2;4;765.1;828.2;blue;blue
858.3;4;858.2;858.3;blue;blue
1392.8;4;888.3;1392.8;blue;blue
1657.1;7;0;1657.1;blue;blue
1708.9;15;221.7;1708.9;blue;blue
1760.5;7;1687.1;1760.5;blue;blue
2077.2;4;1422.8;2077.2;blue;blue
2110;4;2107.2;2110;blue;blue
2269.1;7;1790.5;2269.1;blue;blue
2737;7;2299.1;2737;blue;blue
2825.5;4;2140;2825.5;blue;blue
2830.4;15;1738.9;2830.4;blue;blue
2868.2;15;2860.4;2868.2;blue;blue
2921.2;4;2855.5;2921.2;blue;blue
2951.5;4;2951.2;2951.5;blue;blue
3167.7;7;2767;3167.7;blue;blue
3563.7;7;3197.7;3563.7;blue;blue
