time;id;creation;conclusion;client_color;server_color
0.6;5;0;0.6;blue;blue
404.4;4;0;404.4;blue;blue
487.2;5;30.6;487.2;blue;blue
523.4;12;0;523.4;blue;blue
555.5;12;553.4;555.5;blue;blue
593.5;12;585.5;593.5;blue;blue
624.6;12;623.5;624.6;blue;blue
693.3;4;434.4;693.3;blue;blue
807.1;12;654.6;807.1;blue;blue
1303.2;4;723.3;1303.2;blue;blue
1446;12;837.1;1446;blue;blue
1489.6;12;1476;1489.6;blue;blue
1542.8;4;1333.2;1542.8;blue;blue
2057.9;5;517.2;2057.9;blue;blue
2510.2;12;1519.6;2510.2;blue;blue
2552.2;4;1572.8;2552.2;blue;blue
3001.7;12;2540.2;3001.7;blue;blue
3031.8;12;3031.7;3031.8;blue;blue
3064.3;4;2582.2;3064.3;blue;blue
3332.5;12;3061.8;3332.5;blue;blue
3486;4;3094.3;3486;blue;blue
