time;id;creation;conclusion;client_color;server_color
56.7;12;0;56.7;blue;blue
87.1;12;86.7;87.1;blue;blue
665;12;117.1;665;blue;blue
965.9;12;695;965.9;blue;blue
1411;12;995.9;1411;blue;blue
1470.6;1;0;1470.6;blue;blue
1876.9;1;1500.6;1876.9;blue;blue
1915.4;1;1906.9;1915.4;blue;blue
1958;1;1945.4;1958;blue;blue
2326.1;12;1441;2326.1;blue;blue
2426.1;1;1988;2426.1;blue;blue
2665.2;12;2356.1;2665.2;blue;blue
2854.4;1;2456.1;2854.4;blue;blue
3108.7;15;0;3108.7;red;blue
3525.6;1;2884.4;3525.6;blue;blue
3553.3;12;2695.2;3553.3;blue;blue
