time;id;creation;conclusion;client_color;server_color
10.7;9;0;10.7;blue;blue
95;12;0;95;blue;blue
147.6;9;40.7;147.6;blue;blue
376.5;12;125;376.5;blue;blue
1102.7;12;406.5;1102.7;blue;blue
1148;12;1132.7;1148;blue;blue
1211;12;1178;1211;blue;blue
1510.2;9;177.6;1510.2;blue;blue
1589.2;12;1241;1589.2;blue;blue
1623.3;12;1619.2;1623.3;blue;blue
1694.9;12;1653.3;1694.9;blue;blue
1735.6;12;1724.9;1735.6;blue;blue
1810;12;1765.6;1810;blue;blue
1840.2;12;1840;1840.2;blue;blue
1881.4;12;1870.2;1881.4;blue;blue
2198.5;9;1540.2;2198.5;blue;blue
3354.1;9;2228.5;3354.1;blue;blue
3376.4;12;1911.4;3376.4;blue;blue
3406.5;12;3406.4;3406.5;blue;blue
3449.7;12;3436.5;3449.7;blue;blue
