time;id;creation;conclusion;client_color;server_color
1.9;5;0;1.9;blue;blue
1.9;6;0;1.9;blue;blue
12.7;4;0;12.7;blue;blue
169.5;8;0;169.5;blue;blue
203.4;8;199.5;203.4;blue;blue
241.1;0;0;241.1;blue;blue
271.3;0;271.1;271.3;blue;blue
313.5;4;42.7;313.5;blue;blue
362.9;8;233.4;362.9;blue;blue
428.6;2;0;428.6;blue;blue
473;0;301.3;473;blue;blue
509.9;8;392.9;509.9;blue;blue
534.2;4;343.5;534.2;blue;blue
561.6;8;539.9;561.6;blue;blue
574.8;4;564.2;574.8;blue;blue
645.4;0;503;645.4;blue;blue
668.5;7;0;668.5;blue;blue
680.3;0;675.4;680.3;blue;blue
708.1;8;591.6;708.1;blue;blue
740.5;0;710.3;740.5;blue;blue
767.9;1;0;767.9;blue;blue
770.6;0;770.5;770.6;blue;blue
807.3;8;738.1;807.3;blue;blue
828.4;4;604.8;828.4;blue;blue
840.5;5;31.9;840.5;blue;blue
843.5;2;458.6;843.5;blue;blue
864.3;6;31.9;864.3;blue;blue
940.8;4;858.4;940.8;blue;blue
977.7;6;894.3;977.7;blue;blue
1005.7;2;873.5;1005.7;blue;blue
1006.8;7;698.5;1006.8;blue;blue
1033.4;4;970.8;1033.4;blue;blue
1047.1;7;1036.8;1047.1;blue;blue
1063.2;8;837.3;1063.2;blue;blue
1077.3;7;1077.1;1077.3;blue;blue
1245.3;2;1035.7;1245.3;blue;blue
1286.5;2;1275.3;1286.5;blue;blue
1340.5;8;1093.2;1340.5;blue;blue
1366;2;1316.5;1366;blue;blue
1388.4;0;800.6;1388.4;blue;blue
1409.7;4;1063.4;1409.7;blue;blue
1444.9;2;1396;1444.9;blue;blue
1464.6;5;870.5;1464.6;blue;blue
1530.3;0;1418.4;1530.3;blue;blue
1545.7;4;1439.7;1545.7;blue;blue
1560.5;0;1560.3;1560.5;blue;blue
1590.7;0;1590.5;1590.7;blue;blue
1620.9;0;1620.7;1620.9;blue;blue
1631.9;1;797.9;1631.9;blue;blue
1644;4;1575.7;1644;blue;blue
1651.5;5;1494.6;1651.5;blue;blue
1790.3;0;1650.9;1790.3;blue;blue
1820.5;0;1820.3;1820.5;blue;blue
1883.6;0;1850.5;1883.6;blue;blue
1899.1;1;1661.9;1899.1;blue;blue
1943.7;7;1107.3;1943.7;blue;blue
2020.3;7;1973.7;2020.3;blue;blue
2164.9;2;1474.9;2164.9;blue;blue
2204.1;2;2194.9;2204.1;blue;blue
2276.2;4;1674;2276.2;blue;blue
2278.6;0;1913.6;2278.6;blue;blue
2325.2;6;1007.7;2325.2;blue;blue
2336.6;4;2306.2;2336.6;blue;blue
2422;8;1370.5;2422;blue;blue
2450.5;2;2234.1;2450.5;blue;blue
2458.5;4;2366.6;2458.5;blue;blue
2490.9;8;2452;2490.9;blue;blue
2599.9;1;1929.1;2599.9;blue;blue
2641.7;1;2629.9;2641.7;blue;blue
2706.1;1;2671.7;2706.1;blue;blue
2741.2;2;2480.5;2741.2;blue;blue
2784.2;2;2771.2;2784.2;blue;blue
2846.7;0;2308.6;2846.7;blue;blue
2870.5;1;2736.1;2870.5;blue;blue
2888.2;0;2876.7;2888.2;blue;blue
2905.7;1;2900.5;2905.7;blue;blue
2920;0;2918.2;2920;blue;blue
2947.5;1;2935.7;2947.5;blue;blue
3066.1;8;2520.9;3066.1;blue;blue
3128.2;7;2050.3;3128.2;blue;blue
3158.4;7;3158.2;3158.4;blue;blue
3216;4;2488.5;3216;blue;blue
3248.3;7;3188.4;3248.3;blue;blue
3278.4;7;3278.3;3278.4;blue;blue
3366.2;4;3246;3366.2;blue;blue
3382;8;3096.1;3382;blue;blue
3441.8;8;3412;3441.8;blue;blue
3474.4;7;3308.4;3474.4;blue;blue
