time;id;creation;conclusion;client_color;server_color
1.6;5;0;1.6;blue;blue
1.6;6;0;1.6;blue;blue
71.3;3;0;71.3;blue;blue
121;4;0;121;blue;blue
154.9;4;151;154.9;blue;blue
290.8;0;0;290.8;blue;blue
375.2;2;0;375.2;blue;blue
385.7;7;0;385.7;blue;blue
412.2;2;405.2;412.2;blue;blue
420.4;7;415.7;420.4;blue;blue
488.4;2;442.2;488.4;blue;blue
493.2;7;450.4;493.2;blue;blue
675.1;7;523.2;675.1;blue;blue
684.8;1;0;684.8;blue;blue
688.7;0;320.8;688.7;blue;blue
751.8;2;518.4;751.8;blue;blue
819.9;6;31.6;819.9;blue;blue
842;4;184.9;842;blue;blue
854.9;0;718.7;854.9;blue;blue
883.7;4;872;883.7;blue;blue
899.3;0;884.9;899.3;blue;blue
912.1;1;714.8;912.1;blue;blue
934.4;4;913.7;934.4;blue;blue
946.4;0;929.3;946.4;blue;blue
976.5;0;976.4;976.5;blue;blue
980.4;3;101.3;980.4;blue;blue
1010.6;3;1010.4;1010.6;blue;blue
1013.5;0;1006.5;1013.5;blue;blue
1023.7;2;781.8;1023.7;blue;blue
1027.9;4;964.4;1027.9;blue;blue
1075.4;2;1053.7;1075.4;blue;blue
1088.2;3;1040.7;1088.2;blue;blue
1173;7;705.1;1173;blue;blue
1190.6;6;849.9;1190.6;blue;blue
1202;5;31.6;1202;blue;blue
1238.3;3;1118.2;1238.3;blue;blue
1268.4;3;1268.3;1268.4;blue;blue
1300;2;1105.4;1300;blue;blue
1360.6;3;1298.4;1360.6;blue;blue
1390.9;3;1390.6;1390.9;blue;blue
1408.2;7;1203;1408.2;blue;blue
1421.1;3;1420.9;1421.1;blue;blue
1451.3;3;1451.1;1451.3;blue;blue
1462.3;7;1438.2;1462.3;blue;blue
1589.9;3;1481.3;1589.9;blue;blue
1684.3;0;1043.5;1684.3;blue;blue
1714.5;0;1714.3;1714.5;blue;blue
1787;0;1744.5;1787;blue;blue
1817.2;0;1817;1817.2;blue;blue
1923;0;1847.2;1923;blue;blue
1963.9;0;1953;1963.9;blue;blue
2001.6;1;942.1;2001.6;blue;blue
2016.6;0;1993.9;2016.6;blue;blue
2104.5;4;1057.9;2104.5;blue;blue
2146.9;4;2134.5;2146.9;blue;blue
2194.2;5;1232;2194.2;blue;blue
2217.9;6;1220.6;2217.9;blue;blue
2241.4;3;1619.9;2241.4;blue;blue
2245.4;4;2176.9;2245.4;blue;blue
2282.7;3;2271.4;2282.7;blue;blue
2312.2;1;2031.6;2312.2;blue;blue
2312.9;3;2312.7;2312.9;blue;blue
2336.3;6;2247.9;2336.3;blue;blue
2415.8;1;2342.2;2415.8;blue;blue
2481.6;3;2342.9;2481.6;blue;blue
2508.5;4;2275.4;2508.5;blue;blue
2512.2;3;2511.6;2512.2;blue;blue
2523.2;0;2046.6;2523.2;blue;blue
2542.3;3;2542.2;2542.3;blue;blue
2567.6;0;2553.2;2567.6;blue;blue
2569.7;2;1330;2569.7;blue;blue
2665.8;0;2597.6;2665.8;blue;blue
2696;0;2695.8;2696;blue;blue
2701.5;1;2445.8;2701.5;blue;blue
2722.2;4;2538.5;2722.2;blue;blue
2725.5;7;1492.3;2725.5;blue;blue
2780.5;4;2752.2;2780.5;blue;blue
2782.2;2;2599.7;2782.2;blue;blue
2827.3;4;2810.5;2827.3;blue;blue
2866;0;2726;2866;blue;blue
2896.2;0;2896;2896.2;blue;blue
3010.6;4;2857.3;3010.6;blue;blue
3022.8;1;2731.5;3022.8;blue;blue
3039.5;2;2812.2;3039.5;blue;blue
3054.9;1;3052.8;3054.9;blue;blue
3084;0;2926.2;3084;blue;blue
3093.1;4;3040.6;3093.1;blue;blue
3210;4;3123.1;3210;blue;blue
3243;3;2572.3;3243;blue;blue
3273.1;3;3273;3273.1;blue;blue
3332.2;5;2224.2;3332.2;blue;blue
3347.2;6;2366.3;3347.2;blue;blue
3367.5;3;3303.1;3367.5;blue;blue
3389.8;2;3069.5;3389.8;blue;blue
3407.8;3;3397.5;3407.8;blue;blue
3416.2;7;2755.5;3416.2;blue;blue
3438;3;3437.8;3438;blue;blue
3510;2;3419.8;3510;blue;blue
