time;id;creation;conclusion;client_color;server_color
339;14;0;339;blue;blue
839.1;14;369;839.1;blue;blue
877.7;15;0;877.7;blue;blue
907.9;15;907.7;907.9;blue;blue
938.1;15;937.9;938.1;blue;blue
968.4;15;968.1;968.4;blue;blue
1001.4;15;998.4;1001.4;blue;blue
1031.5;15;1031.4;1031.5;blue;blue
1069.7;15;1061.5;1069.7;blue;blue
1389.7;14;869.1;1389.7;blue;blue
1465.5;15;1099.7;1465.5;blue;blue
1558.6;14;1419.7;1558.6;blue;blue
1650.7;15;1495.5;1650.7;blue;blue
2178.8;15;1680.7;2178.8;blue;blue
2349;15;2208.8;2349;blue;blue
2379.1;15;2379;2379.1;blue;blue
2419.3;15;2409.1;2419.3;blue;blue
2452.6;15;2449.3;2452.6;blue;blue
3072.4;14;1588.6;3072.4;blue;blue
3350.2;14;3102.4;3350.2;blue;blue
3504.3;15;2482.6;3504.3;blue;blue
