time;id;creation;conclusion;client_color;server_color
42;15;0;42;blue;blue
72.2;15;72;72.2;blue;blue
829.7;3;0;829.7;blue;blue
1654.4;3;859.7;1654.4;blue;blue
1692.7;3;1684.4;1692.7;blue;blue
1839.7;15;102.2;1839.7;blue;blue
1876.7;15;1869.7;1876.7;blue;blue
1912.9;15;1906.7;1912.9;blue;blue
2024.4;3;1722.7;2024.4;blue;blue
2516.5;3;2054.4;2516.5;blue;blue
2539.6;15;1942.9;2539.6;blue;blue
2546.6;3;2546.5;2546.6;blue;blue
2573.8;15;2569.6;2573.8;blue;blue
2614.5;3;2576.6;2614.5;blue;blue
2651.6;15;2603.8;2651.6;blue;blue
2681.8;15;2681.6;2681.8;blue;blue
2814.2;15;2711.8;2814.2;blue;blue
2851.4;15;2844.2;2851.4;blue;blue
2953.6;3;2644.5;2953.6;blue;blue
2983.8;3;2983.6;2983.8;blue;blue
2996.7;15;2881.4;2996.7;blue;blue
3165.8;15;3026.7;3165.8;blue;blue
3184.2;3;3013.8;3184.2;blue;blue
3196;15;3195.8;3196;blue;blue
3214.4;3;3214.2;3214.4;blue;blue
3252.6;15;3226;3252.6;blue;blue
3494.8;3;3244.4;3494.8;blue;blue
