time;id;creation;conclusion;client_color;server_color
3.4;10;0;3.4;blue;blue
6.6;9;0;6.6;blue;blue
8;14;0;8;blue;blue
136.9;9;36.6;136.9;blue;blue
208;1;0;208;blue;blue
237.5;9;166.9;237.5;blue;blue
436.4;14;38;436.4;blue;blue
533.6;8;0;533.6;blue;blue
564.5;4;0;564.5;blue;blue
623.3;4;594.5;623.3;blue;blue
690.7;9;267.5;690.7;blue;blue
788.5;8;563.6;788.5;blue;blue
876.8;8;818.5;876.8;blue;blue
906.9;8;906.8;906.9;blue;blue
911.2;14;466.4;911.2;blue;blue
978.9;11;0;978.9;blue;blue
1072.9;8;936.9;1072.9;blue;blue
1202.1;1;238;1202.1;blue;blue
1237.8;1;1232.1;1237.8;blue;blue
1336.8;14;941.2;1336.8;blue;blue
1534.4;8;1102.9;1534.4;blue;blue
1545.8;4;653.3;1545.8;blue;blue
1564.5;8;1564.4;1564.5;blue;blue
1583.3;4;1575.8;1583.3;blue;blue
1634;4;1613.3;1634;blue;blue
1766.7;14;1366.8;1766.7;blue;blue
1766.8;8;1594.5;1766.8;blue;blue
1782.1;9;720.7;1782.1;blue;blue
1797.2;14;1796.7;1797.2;blue;blue
1812.6;11;1008.9;1812.6;blue;blue
1844.2;1;1267.8;1844.2;blue;blue
1879.4;2;0;1879.4;blue;blue
1998.4;14;1827.2;1998.4;blue;blue
2097.1;8;1796.8;2097.1;blue;blue
2121.8;14;2028.4;2121.8;blue;blue
2123.8;11;1842.6;2123.8;blue;blue
2280.9;14;2151.8;2280.9;blue;blue
2337;4;1664;2337;blue;blue
2359.2;1;1874.2;2359.2;blue;blue
2373;2;1909.4;2373;blue;blue
2395.6;1;2389.2;2395.6;blue;blue
2424.3;8;2127.1;2424.3;blue;blue
2439;4;2367;2439;blue;blue
2507;2;2403;2507;blue;blue
2547.4;8;2454.3;2547.4;blue;blue
2580.3;11;2153.8;2580.3;blue;blue
2740;1;2425.6;2740;blue;blue
2807.8;11;2610.3;2807.8;blue;blue
2856.8;10;33.4;2856.8;blue;blue
2867.1;14;2310.9;2867.1;blue;blue
2971;11;2837.8;2971;blue;blue
3004.7;14;2897.1;3004.7;blue;blue
3048.4;2;2537;3048.4;blue;blue
3184.4;11;3001;3184.4;blue;blue
3319.2;4;2469;3319.2;blue;blue
3333.6;11;3214.4;3333.6;blue;blue
