time;id;creation;conclusion;client_color;server_color
70.8;4;0;70.8;blue;blue
146.7;2;0;146.7;blue;blue
347.7;2;176.7;347.7;blue;blue
762.1;1;0;762.1;blue;blue
882.2;4;100.8;882.2;blue;blue
889.6;1;792.1;889.6;blue;blue
911.9;2;377.7;911.9;blue;blue
1152.5;1;919.6;1152.5;blue;blue
1302.9;11;0;1302.9;blue;red
1673.9;1;1182.5;1673.9;blue;blue
1935.7;2;941.9;1935.7;blue;blue
2021.5;4;912.2;2021.5;blue;blue
2649;4;2051.5;2649;blue;blue
2810.2;4;2679;2810.2;blue;blue
2873.6;1;1703.9;2873.6;blue;blue
3167.8;4;2840.2;3167.8;blue;blue
3202.8;4;3197.8;3202.8;blue;blue
3455.3;13;0;3455.3;red;red
3469;1;2903.6;3469;blue;blue
