time;id;creation;conclusion;client_color;server_color
90.2;15;0;90.2;blue;blue
217.9;15;120.2;217.9;blue;blue
297.7;15;247.9;297.7;blue;blue
329.2;15;327.7;329.2;blue;blue
770.7;3;0;770.7;blue;blue
808.1;3;800.7;808.1;blue;blue
843.4;15;359.2;843.4;blue;blue
1239.8;9;0;1239.8;red;blue
1244.2;3;838.1;1244.2;blue;blue
1822.6;3;1274.2;1822.6;blue;blue
1944;15;873.4;1944;blue;blue
2113.5;15;1974;2113.5;blue;blue
2143.7;15;2143.5;2143.7;blue;blue
2321.8;15;2173.7;2321.8;blue;blue
2628.2;15;2351.8;2628.2;blue;blue
2760.4;15;2658.2;2760.4;blue;blue
2790.8;15;2790.4;2790.8;blue;blue
2821;15;2820.8;2821;blue;blue
3062.7;15;2851;3062.7;blue;blue
3513.1;3;1852.6;3513.1;blue;blue
