time;id;creation;conclusion;client_color;server_color
329;7;0;329;blue;blue
1034.4;4;0;1034.4;blue;blue
1494.9;4;1064.4;1494.9;blue;blue
1508.9;7;359;1508.9;blue;blue
1543.2;4;1524.9;1543.2;blue;blue
1573.5;15;0;1573.5;blue;blue
1646.3;15;1603.5;1646.3;blue;blue
1769;15;1676.3;1769;blue;blue
1805.4;15;1799;1805.4;blue;blue
1847.7;4;1573.2;1847.7;blue;blue
2404.2;15;1835.4;2404.2;blue;blue
2574.3;7;1538.9;2574.3;blue;blue
2600;15;2434.2;2600;blue;blue
2678.1;7;2604.3;2678.1;blue;blue
2705.7;15;2630;2705.7;blue;blue
2889.3;15;2735.7;2889.3;blue;blue
2891.9;4;1877.7;2891.9;blue;blue
3056.2;15;2919.3;3056.2;blue;blue
3280.1;15;3086.2;3280.1;blue;blue
