time;id;creation;conclusion;own color;other color
0.4;5;0;0.4;1;blue
37.3;5;30.4;37.3;1;blue
163.2;5;67.3;163.2;1;blue
2280.7;12;0;2280.7;1;blue
3352.4;5;193.2;3352.4;1;blue
