time;id;creation;conclusion;own color;other color
0.4;6;0;0.4;1;blue
2.3;9;0;2.3;1;blue
40.4;5;0;40.4;2;blue
862.6;9;32.4;862.6;1;blue
2341.2;6;30.4;2341.2;1;blue
2416.5;9;892.6;2416.5;1;blue
2843.4;9;2446.5;2843.4;1;blue
