time;id;creation;conclusion;own color;other color
0.7;9;0;0.7;1;blue
13;5;0;13;1;red
1542;3;0;1542;1;blue
1583.2;3;1572;1583.2;1;blue
1816.2;3;1613.2;1816.2;1;blue
2641.2;9;30.7;2641.2;1;blue
