time;id;creation;conclusion;client_color;server_color
1.2;5;0;1.2;blue;blue
305.4;1;0;305.4;blue;blue
535.1;7;0;535.1;blue;blue
558.5;10;0;558.5;blue;blue
723.2;1;335.4;723.2;blue;blue
965.9;4;0;965.9;blue;blue
1152.7;7;565.1;1152.7;blue;blue
1903.3;11;0;1903.3;blue;blue
1916.6;4;995.9;1916.6;blue;blue
1936.3;11;1933.3;1936.3;blue;blue
2432.7;7;1182.7;2432.7;blue;blue
2826.5;4;1946.6;2826.5;blue;blue
2966.7;10;588.5;2966.7;blue;blue
3126.3;2;0;3126.3;blue;blue
3386.6;11;1966.3;3386.6;blue;blue
3451.3;1;753.2;3451.3;blue;blue
3571;8;0;3571;blue;blue
