time;id;creation;conclusion;client_color;server_color
0.9;6;0;0.9;blue;blue
77.7;4;0;77.7;blue;blue
87;0;0;87;blue;blue
117.2;0;117;117.2;blue;blue
145.2;5;0;145.2;blue;blue
482.5;0;147.3;482.5;blue;blue
675.4;0;512.5;675.4;blue;blue
705.6;0;705.4;705.6;blue;blue
772.6;0;735.6;772.6;blue;blue
979;4;107.7;979;blue;blue
1050.1;0;802.6;1050.1;blue;blue
2180.3;2;0;2180.3;blue;blue
2314.6;0;1080.1;2314.6;blue;blue
2384.1;0;2344.6;2384.1;blue;blue
2414.3;0;2414.1;2414.3;blue;blue
2826;0;2444.3;2826;blue;blue
3009.4;0;2856;3009.4;blue;blue
3304.2;0;3039.4;3304.2;blue;blue
3334.4;0;3334.2;3334.4;blue;blue
