time;id;creation;conclusion;client_color;server_color
0.2;9;0;0.2;blue;blue
3;6;0;3;blue;blue
1118.6;7;0;1118.6;blue;blue
1148.7;7;1148.6;1148.7;blue;blue
1271.9;6;33;1271.9;blue;blue
1280;7;1178.7;1280;blue;blue
1545.7;7;1310;1545.7;blue;blue
1666.5;7;1575.7;1666.5;blue;blue
1705.7;7;1696.5;1705.7;blue;blue
1917.2;6;1301.9;1917.2;blue;blue
2438.4;7;1735.7;2438.4;blue;blue
2490.8;9;30.2;2490.8;blue;blue
2854.5;9;2520.8;2854.5;blue;blue
3328;7;2468.4;3328;blue;blue
3393.6;7;3358;3393.6;blue;blue
3538.9;7;3423.6;3538.9;blue;blue
