time;id;creation;conclusion;client_color;server_color
0.7;9;0;0.7;blue;blue
2;6;0;2;blue;blue
430.2;2;0;430.2;blue;blue
600.3;3;0;600.3;blue;blue
843.2;9;30.7;843.2;blue;blue
859.9;8;0;859.9;blue;blue
1303.2;4;0;1303.2;blue;blue
1335.1;8;889.9;1335.1;blue;blue
1636.9;1;0;1636.9;blue;blue
2276.6;1;1666.9;2276.6;blue;blue
2354.2;3;630.3;2354.2;blue;blue
2404.5;4;1333.2;2404.5;blue;blue
2729.8;3;2384.2;2729.8;blue;blue
3139.2;2;460.2;3139.2;blue;blue
3162.3;3;2759.8;3162.3;blue;blue
3192.5;3;3192.3;3192.5;blue;blue
3515.2;2;3169.2;3515.2;blue;blue
