time;id;creation;conclusion;client_color;server_color
1.4;6;0;1.4;blue;blue
4.7;5;0;4.7;blue;blue
242.7;0;0;242.7;blue;blue
272.9;0;272.7;272.9;blue;blue
306.3;0;302.9;306.3;blue;blue
336.5;0;336.3;336.5;blue;blue
366.7;0;366.5;366.7;blue;blue
396.8;0;396.7;396.8;blue;blue
430.7;0;426.8;430.7;blue;blue
460.9;0;460.7;460.9;blue;blue
764.8;0;490.9;764.8;blue;blue
841.3;0;794.8;841.3;blue;blue
874.5;0;871.3;874.5;blue;blue
1570.2;0;904.5;1570.2;blue;blue
2026.9;0;1600.2;2026.9;blue;blue
2565.5;7;0;2565.5;blue;blue
2906.7;8;0;2906.7;blue;blue
2936.8;8;2936.7;2936.8;blue;blue
3087.3;1;0;3087.3;blue;blue
