time;id;creation;conclusion;own color;other color
1;10;0;1;1;blue
12.6;6;0;12.6;1;blue
105;2;0;105;1;blue
529.8;12;0;529.8;1;blue
930.7;2;135;930.7;1;blue
1038.4;2;960.7;1038.4;1;blue
2090.3;4;0;2090.3;1;blue
2306;10;31;2306;1;blue
