time;id;creation;conclusion;own color;other color
1.2;5;0;1.2;1;blue
1194.6;13;0;1194.6;1;blue
2377.3;5;31.2;2377.3;1;blue
2556.2;3;0;2556.2;1;blue
3086;3;2586.2;3086;1;blue
