time;id;creation;conclusion;own color;other color
1.7;6;0;1.7;1;blue
2;10;0;2;1;blue
2.9;5;0;2.9;1;blue
36.3;6;31.7;36.3;1;blue
539.1;0;0;539.1;1;blue
591.7;11;0;591.7;1;blue
1398;0;569.1;1398;1;blue
1569.8;6;66.3;1569.8;1;blue
2510;0;1428;2510;1;blue
2694.3;6;1599.8;2694.3;1;blue
2840.9;2;0;2840.9;1;blue
3361.2;5;32.9;3361.2;1;blue
