time;id;creation;conclusion;own color;other color
0.4;5;0;0.4;1;blue
0.4;10;0;0.4;1;blue
5.1;6;0;5.1;1;blue
46.1;5;30.4;46.1;1;blue
1031.7;5;76.2;1031.7;1;blue
1309.9;0;0;1309.9;1;blue
1546.5;5;1061.7;1546.5;1;blue
1639.7;2;0;1639.7;1;blue
1693.4;4;0;1693.4;1;blue
1871.5;8;0;1871.5;1;blue
2188.5;6;35.1;2188.5;1;blue
