time;id;creation;conclusion;own color;other color
0.3;5;0;0.3;1;blue
0.3;6;0;0.3;1;blue
1.8;10;0;1.8;1;blue
35.2;5;30.3;35.2;1;blue
473.3;5;65.2;473.3;1;blue
580.4;0;0;580.4;1;blue
1315.8;4;0;1315.8;1;blue
1480.1;11;0;1480.1;1;blue
