time;id;creation;conclusion;client_color;server_color
0.5;9;0;0.5;blue;blue
53.9;14;0;53.9;red;blue
897.1;9;30.5;897.1;blue;blue
1390.1;12;0;1390.1;blue;blue
1420.3;12;1420.1;1420.3;blue;blue
2128.1;12;1450.3;2128.1;blue;blue
2158.3;12;2158.1;2158.3;blue;blue
2762.3;12;2188.3;2762.3;blue;blue
2792.4;12;2792.3;2792.4;blue;blue
2822.5;12;2822.4;2822.5;blue;blue
2891.3;12;2852.5;2891.3;blue;blue
2921.4;12;2921.3;2921.4;blue;blue
2951.7;12;2951.4;2951.7;blue;blue
3521.7;12;2981.7;3521.7;blue;blue
3553;12;3551.7;3553;blue;blue
3583.2;12;3583;3583.2;blue;blue
