time;id;creation;conclusion;client_color;server_color
414.6;15;0;414.6;blue;blue
444.8;15;444.6;444.8;blue;blue
475;15;474.8;475;blue;blue
535.6;15;505;535.6;blue;blue
565.8;15;565.6;565.8;blue;blue
595.9;15;595.8;595.9;blue;blue
1395.8;15;625.9;1395.8;blue;blue
1575.2;15;1425.8;1575.2;blue;blue
1605.4;15;1605.2;1605.4;blue;blue
1635.6;15;1635.4;1635.6;blue;blue
1665.8;15;1665.6;1665.8;blue;blue
1696;15;1695.8;1696;blue;blue
1716;14;0;1716;blue;blue
1734.8;15;1726;1734.8;blue;blue
1877.2;14;1746;1877.2;blue;blue
2440.6;14;1907.2;2440.6;blue;blue
2703.7;15;1764.8;2703.7;blue;blue
3016.7;15;2733.7;3016.7;blue;blue
3499.2;14;2470.6;3499.2;blue;blue
3534.4;14;3529.2;3534.4;blue;blue
3551.2;15;3046.7;3551.2;blue;blue
