time;id;creation;conclusion;client_color;server_color
44.5;15;0;44.5;blue;blue
418.6;11;0;418.6;blue;blue
464;15;74.5;464;blue;blue
530.6;11;448.6;530.6;blue;blue
1155;15;494;1155;blue;blue
1990.4;11;560.6;1990.4;blue;blue
2018.4;15;1185;2018.4;blue;blue
2208.9;11;2020.4;2208.9;blue;blue
2258.7;15;2048.4;2258.7;blue;blue
2294.2;15;2288.7;2294.2;blue;blue
2828.4;15;2324.2;2828.4;blue;blue
2858.6;15;2858.4;2858.6;blue;blue
2888.8;15;2888.6;2888.8;blue;blue
3208.6;11;2238.9;3208.6;blue;blue
3517.4;15;2918.8;3517.4;blue;blue
