time;id;creation;conclusion;client_color;server_color
1.3;10;0;1.3;blue;blue
63.7;11;0;63.7;blue;blue
144.5;14;0;144.5;blue;blue
263.7;9;0;263.7;blue;blue
336.3;4;0;336.3;blue;blue
343;8;0;343;blue;blue
441.7;4;366.3;441.7;blue;blue
461.1;9;293.7;461.1;blue;blue
503.4;2;0;503.4;blue;blue
826.8;8;373;826.8;blue;blue
971.6;14;174.5;971.6;blue;blue
973.1;1;0;973.1;blue;blue
991.8;2;533.4;991.8;blue;blue
1026;11;93.7;1026;blue;blue
1275.3;1;1003.1;1275.3;blue;blue
1305.5;1;1305.3;1305.5;blue;blue
1338.5;11;1056;1338.5;blue;blue
1430.4;2;1021.8;1430.4;blue;blue
1484.3;1;1335.5;1484.3;blue;blue
1603.7;9;491.1;1603.7;blue;blue
1626.8;14;1001.6;1626.8;blue;blue
1712;14;1656.8;1712;blue;blue
1800.3;1;1514.3;1800.3;blue;blue
1888.2;2;1460.4;1888.2;blue;blue
2005.9;14;1742;2005.9;blue;blue
2064.2;8;856.8;2064.2;blue;blue
2071.8;4;471.7;2071.8;blue;blue
2192.2;14;2035.9;2192.2;blue;blue
2213.3;9;1633.7;2213.3;blue;blue
2287.1;8;2094.2;2287.1;blue;blue
2317.9;14;2222.2;2317.9;blue;blue
2369.3;14;2347.9;2369.3;blue;blue
2415.2;2;1918.2;2415.2;blue;blue
2458.5;10;31.3;2458.5;blue;blue
2588.8;14;2399.3;2588.8;blue;blue
2619.5;4;2101.8;2619.5;blue;blue
2649.4;11;1368.5;2649.4;blue;blue
2708;2;2445.2;2708;blue;blue
2788.2;1;1830.3;2788.2;blue;blue
2842.9;9;2243.3;2842.9;blue;blue
2843.2;8;2317.1;2843.2;blue;blue
2848.6;11;2679.4;2848.6;blue;blue
2917.2;9;2872.9;2917.2;blue;blue
2931.2;8;2873.2;2931.2;blue;blue
3074.4;10;2488.5;3074.4;blue;blue
3115.2;11;2878.6;3115.2;blue;blue
3356.4;4;2649.5;3356.4;blue;blue
3368.9;2;2738;3368.9;blue;blue
3401.5;2;3398.9;3401.5;blue;blue
