time;id;creation;conclusion;client_color;server_color
5.4;5;0;5.4;blue;blue
6.6;10;0;6.6;blue;blue
52.8;7;0;52.8;blue;blue
252.6;7;82.8;252.6;blue;blue
431.5;11;0;431.5;blue;blue
442.5;10;36.6;442.5;blue;blue
462.7;8;0;462.7;blue;blue
704;10;472.5;704;blue;blue
883.8;7;282.6;883.8;blue;blue
914.9;2;0;914.9;blue;blue
944.6;8;492.7;944.6;blue;blue
1044;8;974.6;1044;blue;blue
1084.6;8;1074;1084.6;blue;blue
1314.6;8;1114.6;1314.6;blue;blue
1430.8;7;913.8;1430.8;blue;blue
1460.9;7;1460.8;1460.9;blue;blue
1498.5;4;0;1498.5;blue;blue
1542.1;1;0;1542.1;blue;blue
1567.8;11;461.5;1567.8;blue;blue
1618.8;8;1344.6;1618.8;blue;blue
1621.2;7;1490.9;1621.2;blue;blue
1649;8;1648.8;1649;blue;blue
1781.4;8;1679;1781.4;blue;blue
1839.2;8;1811.4;1839.2;blue;blue
1848.4;7;1651.2;1848.4;blue;blue
1853.5;4;1528.5;1853.5;blue;blue
1951.8;1;1572.1;1951.8;blue;blue
2148.4;8;1869.2;2148.4;blue;blue
2150;7;1878.4;2150;blue;blue
2198.6;11;1597.8;2198.6;blue;blue
2311.2;2;944.9;2311.2;blue;blue
2341.5;2;2341.2;2341.5;blue;blue
2469.8;4;1883.5;2469.8;blue;blue
2535.9;1;1981.8;2535.9;blue;blue
2591.1;7;2180;2591.1;blue;blue
2742.7;1;2565.9;2742.7;blue;blue
2785.8;4;2499.8;2785.8;blue;blue
2939.4;7;2621.1;2939.4;blue;blue
3102;11;2228.6;3102;blue;blue
3292.8;2;2371.5;3292.8;blue;blue
3323;2;3322.8;3323;blue;blue
3343.5;1;2772.7;3343.5;blue;blue
3430.9;2;3353;3430.9;blue;blue
3436.8;7;2969.4;3436.8;blue;blue
3473.3;2;3460.9;3473.3;blue;blue
3534.5;11;3132;3534.5;blue;blue
